Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,69.10,691,309,332490,0.0500,28.59,53.36,107,0,0.38,3.01,36.5,0,127289,66
2000,67.20,672,328,332933,0.0500,28.69,53.39,55,0,0.39,2.98,39.4,3,127463,136
3000,68.40,684,316,333433,0.0500,28.77,53.41,89,0,0.39,3.03,38.0,1,127660,204
4000,69.40,694,306,333845,0.0500,28.88,53.44,123,0,0.39,3.09,40.4,3,127822,277
5000,66.90,669,331,334328,0.0500,28.96,53.46,61,0,0.38,3.00,37.8,2,128013,346
6000,65.30,653,347,334795,0.0500,29.05,53.48,16,0,0.39,3.04,37.3,2,128196,417
7000,69.30,693,307,335277,0.0500,29.14,53.50,117,0,0.38,3.06,38.6,1,128385,488
8000,69.50,695,305,335746,0.0500,29.23,53.52,131,0,0.38,3.09,38.1,3,128569,556
9000,68.70,687,313,336254,0.0500,29.31,53.55,105,0,0.43,3.07,36.8,1,128771,624
10000,65.40,654,346,336731,0.0500,29.40,53.57,22,0,0.43,3.02,38.5,1,128958,694
