Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,68.60,686,314,387968,0.0500,40.18,56.08,90,0,0.37,3.06,40.9,3,149108,72
2000,69.30,693,307,388325,0.0500,40.26,56.09,122,0,0.38,3.12,35.9,1,149247,141
3000,70.30,703,297,388652,0.0500,40.34,56.11,143,0,0.39,3.10,37.1,2,149376,208
4000,69.40,694,306,388966,0.0500,40.41,56.13,134,0,0.38,3.16,35.1,1,149500,272
5000,68.60,686,314,389294,0.0500,40.48,56.15,105,0,0.38,3.08,37.3,2,149628,341
6000,70.60,706,294,389603,0.0500,40.56,56.17,151,1,0.38,3.07,38.7,1,149748,410
7000,68.60,686,314,389930,0.0500,40.64,56.20,96,0,0.38,3.00,38.4,3,149878,481
8000,66.80,668,332,390257,0.0500,40.72,56.22,56,0,0.43,3.02,36.7,2,150007,548
9000,68.80,688,312,390571,0.0500,40.80,56.24,113,0,0.42,3.07,36.0,1,150131,618
10000,68.70,687,313,390858,0.0500,40.88,56.26,97,0,0.38,3.00,39.0,1,150245,687
