Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,67.30,673,327,358635,0.0500,33.71,54.71,55,0,0.38,3.06,40.0,7,137572,72
2000,65.90,659,341,359082,0.0500,33.78,54.74,51,0,0.40,3.01,37.2,2,137748,139
3000,67.20,672,328,359494,0.0500,33.87,54.76,45,1,0.39,2.89,38.3,2,137909,209
4000,69.00,690,310,359924,0.0500,33.94,54.78,127,0,0.40,3.14,35.8,1,138076,277
5000,68.60,686,314,360331,0.0500,34.03,54.80,99,0,0.40,3.00,40.0,3,138237,349
6000,69.10,691,309,360745,0.0500,34.11,54.81,139,0,0.43,3.13,39.2,3,138400,421
7000,67.80,678,322,361097,0.0500,34.20,54.84,82,0,0.39,3.06,38.7,4,138541,492
8000,69.20,692,308,361431,0.0500,34.29,54.86,123,0,0.39,3.07,39.1,3,138671,563
9000,68.30,683,317,361813,0.0500,34.36,54.88,94,0,0.41,3.08,35.0,1,138820,629
10000,73.40,734,266,362194,0.0500,34.45,54.90,235,2,0.38,3.11,40.5,6,138970,701
