Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,65.10,651,349,327550,0.0500,27.69,53.11,-3,0,0.39,2.93,40.7,1,125346,71
2000,69.00,690,310,328058,0.0500,27.78,53.14,125,0,0.40,3.10,38.1,3,125546,140
3000,66.00,660,340,328594,0.0500,27.86,53.17,23,0,0.39,3.03,38.6,2,125756,209
4000,66.20,662,338,329103,0.0500,27.96,53.20,39,1,0.38,3.03,39.3,4,125957,280
5000,68.10,681,319,329569,0.0500,28.05,53.22,90,0,0.40,3.11,39.0,3,126139,350
6000,65.80,658,342,330105,0.0500,28.13,53.25,32,1,0.42,3.09,37.2,3,126350,418
7000,69.60,696,304,330552,0.0500,28.22,53.27,152,0,0.38,3.18,36.8,2,126526,485
8000,67.90,679,321,331006,0.0500,28.32,53.30,79,0,0.38,3.04,39.8,2,126704,559
9000,67.70,677,323,331482,0.0500,28.41,53.33,58,0,0.38,2.98,37.4,3,126892,627
10000,66.30,663,337,331960,0.0500,28.51,53.34,59,0,0.37,3.09,42.2,6,127080,702
