Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,65.80,658,342,354631,0.0500,32.87,54.53,11,0,0.38,2.89,38.0,3,135997,67
2000,68.10,681,319,355007,0.0500,32.95,54.55,84,1,0.38,3.04,35.4,2,136145,132
3000,69.80,698,302,355482,0.0500,33.02,54.57,131,0,0.39,3.09,36.3,2,136331,199
4000,65.40,654,346,355860,0.0500,33.12,54.59,18,0,0.38,3.01,40.6,1,136480,272
5000,69.20,692,308,356271,0.0500,33.19,54.60,112,1,0.38,3.03,34.8,3,136641,337
6000,67.80,678,322,356641,0.0500,33.27,54.63,94,0,0.42,3.05,36.6,2,136786,403
7000,68.10,681,319,357038,0.0500,33.36,54.64,82,0,0.38,3.07,37.5,2,136943,472
8000,69.10,691,309,357471,0.0500,33.45,54.66,118,0,0.42,3.11,42.5,4,137114,546
9000,64.80,648,352,357900,0.0500,33.53,54.68,4,1,0.38,3.03,38.1,3,137282,615
10000,70.10,701,299,358255,0.0500,33.62,54.70,141,0,0.38,3.08,37.7,2,137423,685
