Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,62.20,622,378,196663,0.3336,12.49,45.57,-97,0,0.38,2.87,34.7,0,73910,64
2000,61.60,616,384,198174,0.3323,12.60,45.62,-125,0,0.39,2.87,35.0,1,74504,127
3000,61.10,611,389,199665,0.3310,12.71,45.71,-139,0,0.39,2.86,34.9,0,75088,190
4000,60.40,604,396,201085,0.3295,12.82,45.81,-152,0,0.40,2.83,34.7,1,75645,254
5000,63.70,637,363,202428,0.3280,12.93,45.91,-57,0,0.39,2.91,34.0,0,76173,317
6000,62.60,626,374,203836,0.3266,13.04,46.00,-83,0,0.39,2.90,35.1,1,76727,384
7000,63.40,634,366,205232,0.3252,13.15,46.11,-82,0,0.39,2.83,34.0,0,77275,448
8000,60.70,607,393,206581,0.3237,13.25,46.19,-136,0,0.39,2.88,33.9,0,77806,511
9000,63.20,632,368,207965,0.3222,13.36,46.28,-71,0,0.38,2.91,35.5,0,78348,576
10000,63.00,630,370,209309,0.3207,13.47,46.36,-81,0,0.39,2.85,35.6,1,78877,640
