Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,61.90,619,381,234185,0.2848,15.62,47.91,-124,0,0.39,2.87,35.4,0,88651,65
2000,64.10,641,359,235227,0.2829,15.73,47.97,-35,0,0.38,2.97,34.7,0,89061,129
3000,62.00,620,380,236380,0.2812,15.82,48.00,-85,0,0.40,2.98,35.2,0,89515,192
4000,62.00,620,380,237404,0.2792,15.92,48.06,-102,0,0.38,2.90,35.1,0,89918,256
5000,62.50,625,375,238419,0.2772,16.03,48.11,-89,0,0.41,2.95,36.6,1,90315,322
6000,65.80,658,342,239393,0.2752,16.13,48.17,2,0,0.42,2.98,33.7,0,90694,385
7000,64.40,644,356,240422,0.2732,16.24,48.22,-37,0,0.37,2.97,34.3,1,91098,450
8000,64.10,641,359,241437,0.2713,16.34,48.30,-33,0,0.39,2.95,33.7,0,91499,512
9000,64.00,640,360,242459,0.2693,16.43,48.35,-46,0,0.38,2.91,34.6,1,91901,577
10000,66.50,665,335,243454,0.2673,16.53,48.43,15,0,0.39,2.91,35.3,0,92292,641
