Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,70.90,709,291,350292,0.0500,32.04,54.31,146,0,0.39,3.03,38.6,3,134290,69
2000,70.80,708,292,350685,0.0500,32.13,54.33,168,1,0.38,3.13,36.7,3,134445,135
3000,69.20,692,308,351127,0.0500,32.23,54.36,122,0,0.36,3.11,39.5,4,134619,208
4000,70.30,703,297,351519,0.0500,32.31,54.38,140,1,0.38,2.99,38.1,2,134772,279
5000,65.70,657,343,352011,0.0500,32.39,54.39,8,0,0.38,3.02,37.5,2,134965,347
6000,69.70,697,303,352422,0.0500,32.49,54.42,139,0,0.37,3.13,43.0,6,135127,422
7000,70.20,702,298,352842,0.0500,32.56,54.44,137,0,0.38,3.07,35.4,1,135291,489
8000,66.00,660,340,353320,0.0500,32.63,54.46,1,0,0.39,2.96,34.9,1,135481,555
9000,69.80,698,302,353739,0.0500,32.72,54.49,135,0,0.37,3.12,35.6,0,135647,624
10000,71.30,713,287,354184,0.0500,32.79,54.51,169,0,0.39,3.07,35.2,1,135822,690
