Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,61.50,615,385,164492,0.3589,10.05,43.08,-136,0,0.40,2.70,35.3,1,61273,64
2000,62.80,628,372,166256,0.3577,10.18,43.20,-93,0,0.42,2.88,34.3,0,61964,127
3000,62.00,620,380,167993,0.3566,10.31,43.36,-120,0,0.41,2.80,34.0,0,62645,189
4000,59.80,598,402,169911,0.3555,10.43,43.51,-164,0,0.40,2.85,33.7,0,63397,251
5000,63.80,638,362,171836,0.3545,10.55,43.63,-64,0,0.39,2.88,34.4,0,64155,315
6000,63.20,632,368,173570,0.3533,10.68,43.76,-89,0,0.42,2.81,35.6,1,64838,380
7000,61.30,613,387,175297,0.3521,10.81,43.92,-137,0,0.40,2.80,34.9,1,65518,445
8000,64.80,648,352,176856,0.3509,10.93,44.10,-31,0,0.44,2.91,33.7,0,66130,508
9000,60.30,603,397,178542,0.3497,11.05,44.24,-154,0,0.39,2.83,34.4,0,66796,572
10000,63.50,635,365,180144,0.3484,11.18,44.36,-63,0,0.39,2.89,35.9,1,67427,637
