Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,50.70,507,493,15860,0.3990,2.40,20.99,-489,0,0.50,2.50,31.9,0,5530,73
2000,55.40,554,446,26579,0.3980,2.94,24.90,-337,0,0.40,2.51,33.7,0,9283,134
3000,54.50,545,455,35363,0.3970,3.34,27.12,-349,0,0.39,2.59,34.0,0,12365,193
4000,51.10,511,489,43094,0.3960,3.71,28.74,-443,1,0.40,2.56,35.5,1,15054,255
5000,52.50,525,475,50063,0.3950,3.97,30.00,-404,0,0.39,2.56,33.0,0,17476,312
6000,56.20,562,438,56036,0.3940,4.26,31.02,-286,0,0.43,2.70,33.7,1,19552,372
7000,55.90,559,441,61841,0.3930,4.52,32.00,-300,0,0.39,2.58,34.3,0,21573,433
8000,54.30,543,457,67287,0.3920,4.76,32.78,-352,0,0.40,2.62,34.7,1,23467,497
9000,53.20,532,468,72141,0.3910,4.98,33.56,-368,0,0.39,2.60,33.2,0,25155,557
10000,54.70,547,453,76886,0.3900,5.19,34.18,-327,0,0.39,2.63,33.7,0,26804,618
