Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,57.20,572,428,117620,0.3790,7.23,38.84,-251,0,0.39,2.77,33.6,0,42867,61
2000,58.30,583,417,120504,0.3780,7.39,39.05,-227,0,0.39,2.73,34.7,0,44000,124
3000,59.10,591,409,123404,0.3770,7.55,39.38,-212,0,0.39,2.75,34.2,0,45137,186
4000,58.40,584,416,126254,0.3760,7.70,39.64,-221,0,0.41,2.75,33.8,0,46257,248
5000,56.70,567,433,129025,0.3750,7.85,39.86,-255,1,0.38,2.74,34.9,1,47345,311
6000,56.10,561,439,131757,0.3740,7.99,40.06,-274,0,0.39,2.76,34.0,0,48418,374
7000,58.30,583,417,134215,0.3730,8.14,40.30,-204,0,0.43,2.83,34.1,1,49384,437
8000,58.20,582,418,136703,0.3720,8.28,40.53,-217,0,0.39,2.79,33.4,0,50360,498
9000,59.10,591,409,139205,0.3710,8.43,40.74,-215,0,0.39,2.72,35.3,1,51342,562
10000,57.30,573,427,141566,0.3700,8.57,40.93,-248,0,0.40,2.77,33.1,0,52269,624
