Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,67.80,678,322,373994,0.0500,36.98,55.45,84,0,0.38,3.09,41.7,4,143611,71
2000,68.00,680,320,374340,0.0500,37.07,55.47,92,0,0.39,3.10,41.3,4,143747,143
3000,68.00,680,320,374725,0.0500,37.16,55.49,80,0,0.38,3.03,42.4,4,143895,218
4000,68.50,685,315,375045,0.0500,37.25,55.52,90,1,0.37,3.02,38.3,3,144017,289
5000,71.70,717,283,375393,0.0500,37.33,55.53,198,0,0.37,3.17,35.4,2,144157,355
6000,69.20,692,308,375745,0.0500,37.42,55.55,119,0,0.41,3.10,41.4,6,144297,429
7000,69.70,697,303,376089,0.0500,37.50,55.56,127,0,0.38,3.07,38.1,3,144435,499
8000,68.80,688,312,376452,0.0500,37.59,55.58,92,2,0.38,3.03,41.0,4,144577,572
9000,67.80,678,322,376813,0.0500,37.67,55.60,90,0,0.38,3.08,41.1,5,144717,645
10000,68.70,687,313,377168,0.0500,37.75,55.62,91,0,0.38,2.96,36.7,0,144858,712
