Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,58.20,582,418,118328,0.3790,7.17,38.93,-234,0,0.63,2.72,35.5,0,42969,107
2000,62.00,620,380,121180,0.3780,7.33,39.19,-98,0,0.59,2.86,33.8,0,44088,199
3000,63.00,630,370,123878,0.3770,7.50,39.42,-75,0,0.59,2.82,34.6,0,45147,292
4000,62.10,621,379,126734,0.3760,7.65,39.65,-68,0,0.60,2.85,34.3,0,46267,381
5000,63.40,634,366,129420,0.3750,7.81,39.87,-63,0,0.62,2.92,35.0,0,47322,490
6000,59.90,599,401,132165,0.3740,7.95,40.06,-163,0,0.62,2.80,34.7,0,48400,587
7000,60.00,600,400,134850,0.3730,8.11,40.28,-23,0,0.58,2.76,34.6,0,49454,683
8000,63.30,633,367,137436,0.3720,8.27,40.50,-50,1,0.65,2.87,34.1,1,50470,781
9000,61.50,615,385,139743,0.3710,8.45,40.77,-114,1,0.59,2.84,36.1,2,51377,886
10000,62.60,626,374,142197,0.3700,8.59,40.95,-110,0,0.59,2.85,34.9,0,52341,986
