Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,56.10,561,439,82548,0.3890,5.37,34.98,-274,0,0.59,2.69,33.5,0,28875,92
2000,55.40,554,446,86625,0.3880,5.59,35.51,-297,0,0.57,2.73,34.5,1,30506,185
3000,57.10,571,429,90645,0.3870,5.80,36.00,-259,0,0.57,2.73,34.9,1,32100,277
4000,55.00,550,450,94829,0.3860,5.96,36.41,-311,0,0.59,2.75,33.9,0,33743,365
5000,56.20,562,438,98496,0.3850,6.16,36.91,-275,0,0.58,2.79,34.7,0,35181,462
6000,60.00,600,400,102046,0.3840,6.33,37.23,-162,0,0.58,2.85,34.2,2,36573,557
7000,57.40,574,426,105549,0.3830,6.50,37.61,-242,0,0.57,2.72,34.0,0,37950,648
8000,55.00,550,450,108924,0.3820,6.66,37.98,-292,0,0.65,2.79,33.0,0,39276,741
9000,58.10,581,419,112157,0.3810,6.83,38.30,-207,0,0.58,2.86,35.0,1,40546,838
10000,57.40,574,426,115268,0.3800,7.01,38.63,-244,0,0.58,2.80,34.9,0,41767,938
