Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,58.50,585,415,144547,0.3690,8.72,41.15,-208,0,0.64,2.86,32.8,0,53265,99
2000,55.50,555,445,146937,0.3680,8.84,41.33,-303,0,0.64,2.76,33.7,0,54203,200
3000,58.00,580,420,149156,0.3670,8.97,41.51,-233,0,0.69,2.74,32.9,0,55074,306
4000,56.50,565,435,151524,0.3660,9.08,41.64,-271,0,0.66,2.75,31.8,0,56005,406
5000,59.40,594,406,153920,0.3650,9.20,41.82,-183,0,0.67,2.77,34.0,0,56947,506
6000,61.70,617,383,156036,0.3640,9.32,41.97,-138,0,0.65,2.78,33.0,0,57776,605
7000,59.20,592,408,158199,0.3630,9.45,42.16,-193,0,0.61,2.75,33.5,0,58624,702
8000,60.00,600,400,160218,0.3620,9.57,42.35,-186,0,0.62,2.73,32.9,0,59416,796
9000,62.30,623,377,162398,0.3610,9.68,42.47,-108,0,0.62,2.83,34.3,1,60274,896
10000,62.50,625,375,164447,0.3600,9.80,42.62,-107,0,0.64,2.90,33.0,0,61079,996
