Batalhas,WinRate_Bloco,Epsilon,Avg_Reward_Bloco
200,8.5,0.04996170339735633,-787.5
400,11.0,0.04996170339735633,-725.0
600,10.0,0.04996170339735633,-750.0
800,9.0,0.04996170339735633,-775.0
1000,8.5,0.04996170339735633,-787.5
1200,8.5,0.04996170339735633,-787.5
1400,9.0,0.04996170339735633,-775.0
1600,7.5,0.04996170339735633,-812.5
1800,5.5,0.04996170339735633,-862.5
2000,8.0,0.04996170339735633,-800.0
2200,8.5,0.04996170339735633,-787.5
2400,10.5,0.04996170339735633,-737.5
2600,9.0,0.04996170339735633,-775.0
2800,8.0,0.04996170339735633,-800.0
3000,10.0,0.04996170339735633,-750.0
3200,7.000000000000001,0.04996170339735633,-825.0
3400,9.0,0.04996170339735633,-775.0
3600,7.5,0.04996170339735633,-812.5
3800,9.5,0.04996170339735633,-762.5
4000,7.5,0.04996170339735633,-812.5
4200,8.5,0.04996170339735633,-787.5
4400,14.499999999999998,0.04996170339735633,-637.5
4600,7.5,0.04996170339735633,-812.5
4800,7.5,0.04996170339735633,-812.5
5000,10.0,0.04996170339735633,-750.0
5200,8.0,0.04996170339735633,-800.0
5400,11.5,0.04996170339735633,-712.5
5600,11.0,0.04996170339735633,-725.0
5800,9.0,0.04996170339735633,-775.0
6000,12.5,0.04996170339735633,-687.5
6200,8.0,0.04996170339735633,-800.0
6400,7.000000000000001,0.04996170339735633,-825.0
6600,9.5,0.04996170339735633,-762.5
6800,9.0,0.04996170339735633,-775.0
7000,11.0,0.04996170339735633,-725.0
7200,8.0,0.04996170339735633,-800.0
7400,12.5,0.04996170339735633,-687.5
7600,9.5,0.04996170339735633,-762.5
7800,8.5,0.04996170339735633,-787.5
8000,8.5,0.04996170339735633,-787.5
8200,6.5,0.04996170339735633,-837.5
8400,7.5,0.04996170339735633,-812.5
8600,7.5,0.04996170339735633,-812.5
8800,11.0,0.04996170339735633,-725.0
9000,11.0,0.04996170339735633,-725.0
9200,10.0,0.04996170339735633,-750.0
9400,8.5,0.04996170339735633,-787.5
9600,9.5,0.04996170339735633,-762.5
9800,13.0,0.04996170339735633,-675.0
10000,6.5,0.04996170339735633,-837.5
10200,8.0,0.04996170339735633,-800.0
10400,7.000000000000001,0.04996170339735633,-825.0
10600,11.5,0.04996170339735633,-712.5
10800,8.0,0.04996170339735633,-800.0
11000,10.0,0.04996170339735633,-750.0
11200,8.0,0.04996170339735633,-800.0
11400,9.5,0.04996170339735633,-762.5
11600,7.000000000000001,0.04996170339735633,-825.0
11800,11.0,0.04996170339735633,-725.0
12000,5.5,0.04996170339735633,-862.5
12200,12.5,0.04996170339735633,-687.5
12400,11.0,0.04996170339735633,-725.0
12600,9.0,0.04996170339735633,-775.0
12800,10.5,0.04996170339735633,-737.5
13000,11.5,0.04996170339735633,-712.5
13200,9.0,0.04996170339735633,-775.0
13400,9.0,0.04996170339735633,-775.0
13600,8.0,0.04996170339735633,-800.0
13800,10.5,0.04996170339735633,-737.5
14000,11.5,0.04996170339735633,-712.5
14200,10.0,0.04996170339735633,-750.0
14400,10.5,0.04996170339735633,-737.5
