Batalhas,WinRate_Bloco,Epsilon,Avg_Reward_Bloco
200,9.5,0.04996170339735633,-762.5
400,8.5,0.04996170339735633,-787.5
600,8.5,0.04996170339735633,-787.5
800,7.5,0.04996170339735633,-812.5
1000,8.0,0.04996170339735633,-800.0
1200,10.0,0.04996170339735633,-750.0
1400,8.5,0.04996170339735633,-787.5
1600,11.0,0.04996170339735633,-725.0
1800,7.000000000000001,0.04996170339735633,-825.0
2000,9.5,0.04996170339735633,-762.5
2200,10.5,0.04996170339735633,-737.5
2400,7.5,0.04996170339735633,-812.5
2600,8.5,0.04996170339735633,-787.5
2800,12.5,0.04996170339735633,-687.5
3000,11.0,0.04996170339735633,-725.0
3200,11.5,0.04996170339735633,-712.5
3400,11.0,0.04996170339735633,-725.0
3600,9.0,0.04996170339735633,-775.0
3800,8.5,0.04996170339735633,-787.5
4000,7.5,0.04996170339735633,-812.5
4200,12.5,0.04996170339735633,-687.5
4400,8.0,0.04996170339735633,-800.0
4600,9.5,0.04996170339735633,-762.5
4800,9.5,0.04996170339735633,-762.5
5000,11.5,0.04996170339735633,-712.5
5200,9.5,0.04996170339735633,-762.5
5400,8.0,0.04996170339735633,-800.0
5600,6.5,0.04996170339735633,-837.5
5800,10.0,0.04996170339735633,-750.0
6000,5.5,0.04996170339735633,-862.5
6200,10.5,0.04996170339735633,-737.5
6400,8.0,0.04996170339735633,-800.0
6600,7.5,0.04996170339735633,-812.5
6800,9.0,0.04996170339735633,-775.0
7000,9.5,0.04996170339735633,-762.5
7200,12.0,0.04996170339735633,-700.0
7400,7.5,0.04996170339735633,-812.5
7600,13.0,0.04996170339735633,-675.0
7800,6.0,0.04996170339735633,-850.0
8000,14.499999999999998,0.04996170339735633,-637.5
8200,11.0,0.04996170339735633,-725.0
8400,7.000000000000001,0.04996170339735633,-825.0
8600,13.0,0.04996170339735633,-675.0
8800,6.5,0.04996170339735633,-837.5
9000,8.0,0.04996170339735633,-800.0
9200,9.0,0.04996170339735633,-775.0
9400,6.5,0.04996170339735633,-837.5
9600,8.5,0.04996170339735633,-787.5
9800,9.5,0.04996170339735633,-762.5
10000,9.5,0.04996170339735633,-762.5
