Batalhas,WinRate_Bloco,Epsilon,Avg_Reward_Bloco
200,8.5,0.04996170339735633,-787.5
400,7.5,0.04996170339735633,-812.5
600,7.000000000000001,0.04996170339735633,-825.0
800,8.5,0.04996170339735633,-787.5
1000,11.0,0.04996170339735633,-725.0
1200,10.5,0.04996170339735633,-737.5
1400,11.0,0.04996170339735633,-725.0
1600,6.5,0.04996170339735633,-837.5
1800,5.5,0.04996170339735633,-862.5
2000,5.5,0.04996170339735633,-862.5
2200,6.5,0.04996170339735633,-837.5
2400,9.5,0.04996170339735633,-762.5
2600,8.0,0.04996170339735633,-800.0
2800,10.0,0.04996170339735633,-750.0
3000,7.5,0.04996170339735633,-812.5
3200,7.000000000000001,0.04996170339735633,-825.0
3400,14.000000000000002,0.04996170339735633,-650.0
3600,12.0,0.04996170339735633,-700.0
3800,7.000000000000001,0.04996170339735633,-825.0
4000,5.5,0.04996170339735633,-862.5
4200,7.000000000000001,0.04996170339735633,-825.0
4400,12.5,0.04996170339735633,-687.5
4600,9.0,0.04996170339735633,-775.0
4800,12.5,0.04996170339735633,-687.5
5000,9.0,0.04996170339735633,-775.0
5200,9.5,0.04996170339735633,-762.5
5400,8.5,0.04996170339735633,-787.5
5600,10.5,0.04996170339735633,-737.5
5800,8.5,0.04996170339735633,-787.5
6000,9.5,0.04996170339735633,-762.5
6200,7.000000000000001,0.04996170339735633,-825.0
6400,10.5,0.04996170339735633,-737.5
6600,8.5,0.04996170339735633,-787.5
6800,9.5,0.04996170339735633,-762.5
7000,7.000000000000001,0.04996170339735633,-825.0
7200,8.0,0.04996170339735633,-800.0
7400,10.5,0.04996170339735633,-737.5
7600,11.5,0.04996170339735633,-712.5
7800,13.0,0.04996170339735633,-675.0
8000,5.5,0.04996170339735633,-862.5
8200,9.5,0.04996170339735633,-762.5
8400,9.5,0.04996170339735633,-762.5
8600,9.5,0.04996170339735633,-762.5
8800,11.0,0.04996170339735633,-725.0
9000,10.0,0.04996170339735633,-750.0
9200,9.5,0.04996170339735633,-762.5
9400,9.5,0.04996170339735633,-762.5
9600,7.5,0.04996170339735633,-812.5
9800,10.0,0.04996170339735633,-750.0
10000,13.5,0.04996170339735633,-662.5
