Batalhas,WinRate_Bloco,Epsilon,Avg_Reward_Bloco
200,7.000000000000001,0.04996170339735633,-825.0
400,10.5,0.04996170339735633,-737.5
600,10.0,0.04996170339735633,-750.0
800,8.5,0.04996170339735633,-787.5
1000,11.5,0.04996170339735633,-712.5
1200,9.5,0.04996170339735633,-762.5
1400,10.5,0.04996170339735633,-737.5
1600,11.0,0.04996170339735633,-725.0
1800,4.0,0.04996170339735633,-900.0
2000,11.0,0.04996170339735633,-725.0
2200,11.0,0.04996170339735633,-725.0
2400,6.0,0.04996170339735633,-850.0
2600,8.0,0.04996170339735633,-800.0
2800,10.5,0.04996170339735633,-737.5
3000,13.0,0.04996170339735633,-675.0
3200,9.0,0.04996170339735633,-775.0
3400,9.5,0.04996170339735633,-762.5
3600,10.0,0.04996170339735633,-750.0
3800,11.0,0.04996170339735633,-725.0
4000,9.5,0.04996170339735633,-762.5
4200,10.0,0.04996170339735633,-750.0
4400,11.0,0.04996170339735633,-725.0
4600,11.5,0.04996170339735633,-712.5
4800,13.5,0.04996170339735633,-662.5
5000,8.0,0.04996170339735633,-800.0
5200,9.0,0.04996170339735633,-775.0
5400,10.0,0.04996170339735633,-750.0
5600,10.5,0.04996170339735633,-737.5
5800,12.5,0.04996170339735633,-687.5
6000,11.0,0.04996170339735633,-725.0
6200,14.000000000000002,0.04996170339735633,-650.0
6400,9.5,0.04996170339735633,-762.5
6600,8.0,0.04996170339735633,-800.0
6800,15.0,0.04996170339735633,-625.0
7000,12.0,0.04996170339735633,-700.0
7200,13.0,0.04996170339735633,-675.0
7400,10.5,0.04996170339735633,-737.5
7600,13.0,0.04996170339735633,-675.0
7800,11.5,0.04996170339735633,-712.5
8000,7.5,0.04996170339735633,-812.5
8200,12.5,0.04996170339735633,-687.5
8400,10.5,0.04996170339735633,-737.5
8600,11.0,0.04996170339735633,-725.0
8800,10.0,0.04996170339735633,-750.0
9000,11.5,0.04996170339735633,-712.5
9200,13.0,0.04996170339735633,-675.0
9400,18.0,0.04996170339735633,-550.0
9600,9.0,0.04996170339735633,-775.0
9800,9.0,0.04996170339735633,-775.0
10000,18.0,0.04996170339735633,-550.0
