Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,60.00,600,400,342134,0.0300,10.01,41.36,-9999,14,0.43,3.06,43.5,5,129392,122
2000,54.20,542,458,344092,0.0300,10.08,41.41,-9999,16,0.46,3.01,37.9,1,130161,241
3000,56.30,563,437,346065,0.0300,10.16,41.49,-9999,11,0.47,3.09,42.7,5,130935,377
4000,56.80,568,432,347878,0.0300,10.23,41.57,-9999,17,0.48,3.09,38.2,1,131647,498
5000,55.70,557,443,349611,0.0300,10.30,41.66,-9999,11,0.45,3.02,38.5,1,132328,609
6000,57.80,578,422,351275,0.0300,10.37,41.75,-9999,15,0.49,3.07,39.1,1,132981,736
7000,58.70,587,413,352843,0.0300,10.45,41.84,-9999,18,0.48,3.09,39.6,2,133596,872
8000,59.40,594,406,354561,0.0300,10.53,41.90,-9999,17,0.49,3.10,41.1,4,134271,1023
9000,57.10,571,429,356282,0.0300,10.60,41.99,-9999,16,0.48,3.02,41.0,3,134947,1171
10000,56.30,563,437,357954,0.0300,10.68,42.04,-9999,11,0.50,3.10,39.5,2,135603,1357
