Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,53.30,533,467,301367,0.0950,8.41,39.54,-9999,16,0.40,2.93,41.7,4,113391,110
2000,56.10,561,439,303747,0.0900,8.49,39.62,-9999,12,0.53,3.06,38.8,1,114325,228
3000,55.20,552,448,305942,0.0850,8.58,39.73,-9999,18,0.47,2.97,40.4,2,115187,353
4000,57.00,570,430,308222,0.0800,8.66,39.85,-9999,15,0.47,3.02,40.1,2,116082,481
5000,54.80,548,452,310383,0.0750,8.74,39.95,-9999,13,0.49,3.02,39.1,2,116930,604
6000,54.10,541,459,312459,0.0700,8.81,40.04,-9999,13,0.49,3.00,37.7,0,117745,732
7000,52.40,524,476,314810,0.0650,8.90,40.14,-9999,17,0.48,2.91,42.5,4,118668,868
8000,52.00,520,480,316747,0.0600,8.99,40.24,-9999,20,0.45,2.97,42.4,4,119428,1014
9000,53.80,538,462,318849,0.0550,9.07,40.33,-9999,16,0.49,3.00,40.5,3,120253,1176
10000,54.80,548,452,320783,0.0500,9.16,40.45,-9999,11,0.43,2.99,40.3,2,121012,1337
