Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,56.80,568,432,277064,0.1450,7.56,38.38,-9999,20,0.35,2.92,40.5,2,103853,84
2000,55.30,553,447,279740,0.1400,7.64,38.48,-9999,18,0.37,2.94,39.7,3,104903,169
3000,53.10,531,469,282481,0.1350,7.72,38.60,-9999,19,0.47,2.95,39.8,3,105979,290
4000,55.20,552,448,285091,0.1300,7.81,38.71,-9999,16,0.63,2.96,39.4,2,107003,422
5000,55.90,559,441,287638,0.1250,7.89,38.83,-9999,11,0.43,2.88,38.7,1,108003,530
6000,56.20,562,438,289980,0.1200,7.98,38.95,-9999,20,0.48,2.89,39.6,3,108922,664
7000,55.80,558,442,292460,0.1150,8.06,39.09,-9999,17,0.48,2.94,40.3,2,109895,799
8000,54.30,543,457,294648,0.1100,8.15,39.19,-9999,14,0.45,2.98,40.3,3,110754,930
9000,59.30,593,407,296696,0.1050,8.24,39.31,-9999,19,0.44,3.06,37.8,1,111558,1069
10000,55.60,556,444,298923,0.1000,8.33,39.43,-9999,17,0.49,2.95,39.0,2,112432,1241
