Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,48.80,488,512,215188,0.2450,5.79,35.02,-9999,11,0.44,2.82,35.5,0,79577,111
2000,48.20,482,518,218758,0.2400,5.88,35.24,-9999,17,0.47,2.85,36.6,2,80977,228
3000,48.70,487,513,222554,0.2350,5.98,35.45,-9999,14,0.47,2.78,39.9,3,82466,356
4000,53.20,532,468,226149,0.2300,6.08,35.69,-9999,20,0.48,2.82,38.5,2,83877,481
5000,50.80,508,492,229772,0.2250,6.17,35.89,-9999,12,0.47,2.83,38.0,1,85298,604
6000,48.40,484,516,232983,0.2200,6.26,36.09,-9999,12,0.45,2.78,36.2,0,86557,707
7000,48.50,485,515,236162,0.2150,6.35,36.29,-9999,17,0.45,2.79,37.0,1,87804,825
8000,50.40,504,496,239435,0.2100,6.44,36.48,-9999,10,0.51,2.74,37.0,1,89089,969
9000,50.10,501,499,242543,0.2050,6.54,36.65,-9999,20,0.46,2.87,39.3,3,90308,1116
10000,52.40,524,476,245552,0.2000,6.63,36.85,-9999,20,0.49,2.90,36.3,0,91489,1235
