Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,50.50,505,495,172248,0.2950,4.86,32.53,-9999,12,0.35,2.71,34.9,0,62732,95
2000,49.70,497,503,177001,0.2900,4.95,32.76,-9999,12,0.36,2.72,33.7,0,64597,187
3000,49.70,497,503,181665,0.2850,5.05,33.08,-9999,18,0.35,2.69,37.3,2,66426,286
4000,54.00,540,460,186057,0.2800,5.15,33.35,-9999,10,0.36,2.79,36.0,1,68148,384
5000,52.90,529,471,190405,0.2750,5.25,33.64,-9999,17,0.36,2.79,36.4,2,69854,485
6000,51.30,513,487,194950,0.2700,5.34,33.90,-9999,20,0.35,2.76,36.2,1,71637,578
7000,51.00,510,490,198917,0.2650,5.43,34.16,-9999,10,0.36,2.81,34.9,0,73193,672
8000,50.60,506,494,203148,0.2600,5.52,34.37,-9999,20,0.36,2.76,35.7,0,74853,774
9000,51.80,518,482,207129,0.2550,5.61,34.61,-9999,11,0.36,2.82,36.6,1,76415,919
10000,46.20,462,538,211368,0.2500,5.70,34.82,-9999,18,0.34,2.67,38.3,2,78077,1057
