Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,47.00,470,530,18001,0.3950,2.19,15.42,-9999,17,0.39,2.57,35.3,5,6238,87
2000,44.50,445,555,32002,0.3900,2.47,18.80,-9999,10,0.36,2.53,34.9,3,11094,171
3000,46.80,468,532,44331,0.3850,2.66,20.75,-9999,17,0.42,2.50,34.2,2,15373,270
4000,47.60,476,524,55478,0.3800,2.81,22.46,-9999,16,0.48,2.54,32.9,0,19245,377
5000,42.40,424,576,65489,0.3750,2.97,23.70,-9999,18,0.47,2.64,34.1,1,22724,488
6000,47.20,472,528,75018,0.3700,3.12,24.71,-9999,10,0.44,2.53,34.4,1,26036,594
7000,49.00,490,510,83862,0.3650,3.25,25.52,-9999,10,0.46,2.62,34.1,0,29110,702
8000,43.70,437,563,92012,0.3600,3.40,26.29,-9999,12,0.44,2.63,34.4,1,31943,806
9000,48.10,481,519,99750,0.3550,3.52,26.97,-9999,14,0.48,2.63,33.6,1,34633,928
10000,45.50,455,545,107192,0.3500,3.64,27.55,-9999,17,0.38,2.58,34.5,1,37221,1044
