Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,75.50,755,245,375894,0.0500,20.64,48.72,344,0,0.57,3.63,48.6,6,142661,156
2000,74.50,745,255,376686,0.0500,20.76,48.77,315,0,0.55,3.67,53.9,6,142973,328
3000,73.50,735,265,377433,0.0500,20.86,48.82,270,0,0.51,3.58,49.6,5,143266,484
4000,73.50,735,265,378280,0.0500,20.97,48.86,272,0,0.57,3.58,52.8,6,143599,670
5000,76.20,762,238,379123,0.0500,21.06,48.91,362,0,0.58,3.72,48.8,2,143930,849
6000,73.60,736,264,379953,0.0500,21.16,48.95,283,0,0.59,3.65,49.6,4,144256,1033
7000,74.80,748,252,380766,0.0500,21.28,48.99,309,0,1.10,3.53,56.0,9,144575,1257
8000,74.90,749,251,381492,0.0500,21.38,49.04,321,0,0.59,3.61,48.2,3,144860,1577
9000,74.80,748,252,382302,0.0500,21.48,49.08,321,0,0.59,3.61,52.4,7,145179,1934
10000,74.90,749,251,383034,0.0500,21.59,49.12,343,0,0.58,3.68,50.3,6,145467,2107
