Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,57.30,573,427,20169,0.3970,2.38,17.85,-298,0,0.35,2.84,42.0,5,6979,91
2000,58.40,584,416,35219,0.3940,2.71,21.19,-256,0,0.36,2.88,41.4,3,12188,178
3000,63.90,639,361,47520,0.3910,2.92,23.54,-95,0,0.37,3.04,37.9,0,16446,265
4000,60.60,606,394,58352,0.3880,3.19,25.41,-210,0,0.36,2.93,41.1,1,20195,357
5000,61.40,614,386,67682,0.3850,3.41,26.88,-153,0,0.36,2.97,39.1,0,23426,442
6000,61.70,617,383,76515,0.3820,3.60,27.98,-147,0,0.36,3.08,38.8,0,26484,533
7000,62.70,627,373,84287,0.3790,3.84,28.95,-104,0,0.35,3.11,42.5,3,29176,628
8000,61.20,612,388,91961,0.3760,4.00,29.65,-159,0,0.36,3.10,38.4,1,31833,720
9000,64.40,644,356,99387,0.3730,4.19,30.38,-65,0,0.36,3.11,43.1,4,34405,835
10000,66.50,665,335,106000,0.3700,4.37,31.03,-1,0,0.36,3.17,41.1,2,36696,959
11000,66.80,668,332,112270,0.3670,4.54,31.64,-1,0,0.36,3.20,41.4,2,39156,95
12000,67.40,674,326,118032,0.3640,4.69,32.18,47,0,0.37,3.22,38.0,0,41416,182
13000,65.20,652,348,123658,0.3610,4.84,32.75,-20,1,0.36,3.16,39.6,2,43623,272
14000,67.30,673,327,128940,0.3580,4.98,33.20,36,0,0.38,3.19,38.0,0,45696,361
15000,66.50,665,335,133902,0.3550,5.13,33.68,-3,0,0.37,3.15,39.9,1,47643,452
16000,66.90,669,331,138844,0.3520,5.28,34.09,23,0,0.36,3.26,40.6,1,49582,548
17000,68.70,687,313,143480,0.3490,5.42,34.54,81,0,0.37,3.27,39.1,1,51401,637
18000,68.10,681,319,148052,0.3460,5.56,34.85,66,0,0.37,3.27,39.8,2,53195,730
19000,68.90,689,311,152493,0.3430,5.69,35.16,79,0,0.37,3.19,39.2,0,54937,822
20000,67.00,670,330,156869,0.3400,5.81,35.45,38,0,0.38,3.32,38.4,0,56654,923
21000,61.30,613,387,161367,0.3370,5.95,35.77,-130,0,0.36,3.22,42.1,2,58418,95
22000,65.00,650,350,165640,0.3340,6.08,36.04,-1,0,0.37,3.39,42.3,1,60095,190
23000,65.10,651,349,169342,0.3310,6.22,36.33,2,0,0.37,3.35,39.8,0,61547,281
24000,66.10,661,339,173029,0.3280,6.35,36.58,20,0,0.37,3.30,39.4,1,62994,371
25000,64.70,647,353,176749,0.3250,6.50,36.91,-19,0,0.36,3.30,44.8,4,64454,473
26000,64.30,643,357,180245,0.3220,6.63,37.18,-18,0,0.36,3.41,41.2,2,65834,565
27000,67.40,674,326,183607,0.3190,6.75,37.48,73,0,0.37,3.33,39.1,0,67153,656
28000,66.30,663,337,187158,0.3160,6.87,37.68,26,0,0.37,3.31,41.1,1,68547,749
29000,62.70,627,373,190618,0.3130,7.01,37.94,-90,0,0.37,3.22,43.4,2,69904,853
30000,66.50,665,335,193955,0.3100,7.13,38.20,19,0,0.37,3.26,42.0,1,71214,975
31000,72.10,721,279,196967,0.3070,7.25,38.47,202,0,0.41,3.38,39.8,0,72397,92
32000,69.00,690,310,200029,0.3040,7.36,38.67,111,0,0.41,3.33,39.2,0,73599,180
33000,69.20,692,308,202945,0.3010,7.49,38.87,117,0,0.44,3.32,40.6,1,74743,273
34000,68.20,682,318,205804,0.2980,7.60,39.07,83,0,0.37,3.28,40.2,0,75865,365
35000,72.90,729,271,208690,0.2950,7.72,39.27,214,1,0.37,3.39,41.3,2,76997,462
36000,68.40,684,316,211679,0.2920,7.84,39.48,97,0,0.37,3.35,42.2,1,78170,556
37000,73.00,730,270,214580,0.2890,7.95,39.64,225,0,0.37,3.40,40.4,1,79309,648
38000,67.10,671,329,217203,0.2860,8.06,39.80,49,0,0.37,3.34,40.4,1,80339,739
39000,69.90,699,301,219889,0.2830,8.18,39.95,146,0,0.37,3.40,41.9,0,81393,859
40000,71.30,713,287,222566,0.2800,8.30,40.13,180,0,0.37,3.40,44.1,1,82444,953
41000,67.10,671,329,225141,0.2770,8.41,40.27,78,0,0.38,3.45,40.3,1,83455,92
42000,67.70,677,323,227516,0.2740,8.53,40.45,77,0,0.37,3.40,40.9,0,84387,184
43000,68.20,682,318,230089,0.2710,8.64,40.59,90,0,0.37,3.35,42.7,2,85397,281
