Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,73.20,732,268,315722,0.1002,13.86,45.54,252,0,0.57,3.51,46.6,2,119023,163
2000,73.30,733,267,317070,0.0957,13.97,45.60,262,0,0.57,3.49,46.0,1,119552,330
3000,74.50,745,255,318316,0.0909,14.08,45.65,303,0,0.57,3.61,48.9,5,120042,498
4000,75.40,754,246,319504,0.0859,14.19,45.72,313,0,0.57,3.52,45.5,3,120508,667
5000,74.30,743,257,320866,0.0815,14.28,45.76,294,0,0.57,3.58,45.2,2,121044,828
6000,71.40,714,286,322152,0.0768,14.40,45.82,215,0,0.56,3.49,50.6,7,121549,1011
7000,72.20,722,278,323423,0.0721,14.50,45.87,233,0,0.57,3.49,46.9,2,122048,1179
8000,74.70,747,253,324527,0.0667,14.61,45.94,299,0,0.57,3.54,46.1,3,122481,1363
9000,72.70,727,273,325646,0.0613,14.73,46.01,250,0,0.58,3.53,48.7,3,122921,1569
10000,73.70,737,263,326721,0.0557,14.85,46.08,277,0,0.58,3.54,49.7,4,123343,1831
