Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,72.10,721,279,196967,0.3070,7.25,38.47,202,0,0.41,3.38,39.8,0,72397,92
2000,69.00,690,310,200029,0.3040,7.36,38.67,111,0,0.41,3.33,39.2,0,73599,180
3000,69.20,692,308,202945,0.3010,7.49,38.87,117,0,0.44,3.32,40.6,1,74743,273
4000,68.20,682,318,205804,0.2980,7.60,39.07,83,0,0.37,3.28,40.2,0,75865,365
5000,72.90,729,271,208690,0.2950,7.72,39.27,214,1,0.37,3.39,41.3,2,76997,462
6000,68.40,684,316,211679,0.2920,7.84,39.48,97,0,0.37,3.35,42.2,1,78170,556
7000,73.00,730,270,214580,0.2890,7.95,39.64,225,0,0.37,3.40,40.4,1,79309,648
8000,67.10,671,329,217203,0.2860,8.06,39.80,49,0,0.37,3.34,40.4,1,80339,739
9000,69.90,699,301,219889,0.2830,8.18,39.95,146,0,0.37,3.40,41.9,0,81393,859
10000,71.30,713,287,222566,0.2800,8.30,40.13,180,0,0.37,3.40,44.1,1,82444,953
