Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,73.50,735,265,383811,0.0500,21.69,49.16,288,1,0.58,3.62,53.3,6,145772,187
2000,74.20,742,258,384533,0.0500,21.79,49.20,307,0,0.59,3.59,45.4,4,146056,354
3000,71.80,718,282,385375,0.0500,21.90,49.23,232,0,0.57,3.55,58.9,11,146387,559
4000,71.50,715,285,386198,0.0500,22.03,49.29,218,0,0.57,3.56,60.3,11,146710,775
5000,75.30,753,247,386950,0.0500,22.14,49.32,332,0,0.57,3.63,55.4,9,147005,977
6000,75.20,752,248,387714,0.0500,22.24,49.35,331,0,0.60,3.59,48.5,5,147305,1165
7000,74.90,749,251,388407,0.0500,22.34,49.39,320,0,0.58,3.65,51.9,5,147577,1381
8000,74.60,746,254,389112,0.0500,22.46,49.43,309,0,0.57,3.59,55.4,9,147854,1653
9000,73.60,736,264,389882,0.0500,22.56,49.46,274,0,0.60,3.57,50.7,4,148157,1977
10000,75.50,755,245,390664,0.0500,22.65,49.50,339,0,0.61,3.58,49.6,7,148464,2361
