Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,73.30,733,267,286362,0.1826,11.73,43.96,240,0,0.36,3.49,47.9,2,107492,106
2000,71.50,715,285,288083,0.1791,11.84,44.06,190,0,0.36,3.44,46.5,2,108167,206
3000,70.90,709,291,289677,0.1754,11.95,44.17,188,0,0.37,3.48,44.9,1,108793,307
4000,70.10,701,299,291368,0.1718,12.05,44.26,144,0,0.37,3.43,43.7,1,109457,405
5000,72.20,722,278,292965,0.1681,12.16,44.35,229,0,0.37,3.52,46.1,2,110087,509
6000,72.60,726,274,294518,0.1642,12.26,44.42,236,0,0.36,3.48,43.1,1,110696,611
7000,69.80,698,302,296172,0.1606,12.36,44.51,137,0,0.37,3.40,44.5,2,111346,712
8000,72.10,721,279,297719,0.1567,12.47,44.59,238,0,0.37,3.57,45.7,2,111953,816
9000,72.80,728,272,299098,0.1524,12.59,44.66,239,0,0.37,3.55,47.2,3,112494,946
10000,71.50,715,285,300529,0.1482,12.70,44.73,195,0,1.46,3.51,47.3,2,113056,1106
