Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,66.80,668,332,112270,0.3670,4.54,31.64,-1,0,0.36,3.20,41.4,2,39156,95
2000,67.40,674,326,118032,0.3640,4.69,32.18,47,0,0.37,3.22,38.0,0,41416,182
3000,65.20,652,348,123658,0.3610,4.84,32.75,-20,1,0.36,3.16,39.6,2,43623,272
4000,67.30,673,327,128940,0.3580,4.98,33.20,36,0,0.38,3.19,38.0,0,45696,361
5000,66.50,665,335,133902,0.3550,5.13,33.68,-3,0,0.37,3.15,39.9,1,47643,452
6000,66.90,669,331,138844,0.3520,5.28,34.09,23,0,0.36,3.26,40.6,1,49582,548
7000,68.70,687,313,143480,0.3490,5.42,34.54,81,0,0.37,3.27,39.1,1,51401,637
8000,68.10,681,319,148052,0.3460,5.56,34.85,66,0,0.37,3.27,39.8,2,53195,730
9000,68.90,689,311,152493,0.3430,5.69,35.16,79,0,0.37,3.19,39.2,0,54937,822
10000,67.00,670,330,156869,0.3400,5.81,35.45,38,0,0.38,3.32,38.4,0,56654,923
