Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,74.10,741,259,367621,0.0500,19.61,48.27,298,0,0.58,3.61,47.4,3,139412,164
2000,72.10,721,279,368475,0.0500,19.72,48.31,242,1,0.57,3.53,52.0,7,139747,343
3000,74.80,748,252,369336,0.0500,19.83,48.37,312,0,0.56,3.58,51.3,6,140086,527
4000,74.60,746,254,370186,0.0500,19.93,48.41,326,1,0.57,3.66,50.9,6,140420,706
5000,73.40,734,266,371091,0.0500,20.04,48.45,271,0,0.53,3.60,53.2,4,140775,887
6000,72.00,720,280,372016,0.0500,20.13,48.49,244,1,0.55,3.59,46.8,5,141138,1045
7000,73.60,736,264,372844,0.0500,20.22,48.53,280,0,0.56,3.64,46.7,3,141463,1210
8000,74.90,749,251,373661,0.0500,20.34,48.57,324,1,0.55,3.62,54.7,8,141784,1424
9000,75.20,752,248,374434,0.0500,20.44,48.62,323,0,0.54,3.59,49.1,4,142088,1662
10000,79.50,795,205,375123,0.0500,20.54,48.67,461,0,0.55,3.75,47.4,3,142358,1941
