Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,45.8,0.094,-70207,0,11.00,37.2,354811
1000,49.2,0.091,-123866,0,11.02,37.2,355685
1500,46.8,0.087,-215782,0,11.05,37.2,356549
2000,47.2,0.084,-263252,0,11.07,37.2,357382
2500,48.2,0.080,-312464,0,11.09,37.3,358208
3000,46.8,0.077,-399620,0,11.12,37.3,359083
3500,47.0,0.073,-480810,0,11.14,37.3,360006
4000,47.6,0.070,-535177,0,11.16,37.4,360840
4500,46.6,0.066,-602535,0,11.18,37.4,361736
5000,46.8,0.062,-696467,0,11.21,37.4,362435
5500,49.6,0.058,-696359,0,11.23,37.5,363177
6000,45.0,0.054,-779392,0,11.26,37.5,363923
6500,48.6,0.050,-803678,0,11.28,37.5,364690
7000,46.6,0.046,-841132,0,11.30,37.6,365432
7500,51.4,0.042,-821559,0,11.32,37.6,366187
8000,47.6,0.038,-892724,0,11.35,37.6,366925
8500,42.0,0.034,-1048413,0,11.38,37.6,367620
9000,43.4,0.030,-1222372,0,11.41,37.7,368417
9500,47.0,0.030,-1307042,0,11.43,37.7,369158
10000,41.2,0.030,-1457628,0,11.45,37.8,369855
