Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,42.0,0.306,-150469,0,9.89,34.7,254281
1000,45.2,0.304,-243330,0,9.90,34.8,255887
1500,42.4,0.302,-390140,0,9.89,34.8,257723
2000,44.4,0.300,-518871,0,9.90,34.8,259291
2500,44.6,0.299,-633138,0,9.90,34.8,261068
3000,46.4,0.297,-727756,0,9.90,34.8,262862
3500,47.6,0.295,-790397,0,9.90,34.8,264555
4000,40.8,0.293,-953160,0,9.91,34.9,266080
4500,48.8,0.292,-969309,0,9.90,34.9,267865
5000,43.6,0.290,-1120667,0,9.92,34.9,269364
5500,41.8,0.288,-1278223,0,9.92,34.9,270938
6000,44.4,0.286,-1376279,0,9.93,35.0,272280
6500,44.6,0.283,-1479111,0,9.94,35.0,273686
7000,48.6,0.281,-1501709,0,9.94,35.0,275196
7500,43.4,0.279,-1627935,0,9.95,35.1,276680
8000,42.8,0.277,-1758627,0,9.96,35.1,278045
8500,45.8,0.275,-1847045,0,9.97,35.1,279368
9000,46.6,0.273,-1916758,0,9.98,35.1,280759
9500,44.6,0.271,-2007261,0,9.98,35.1,282222
10000,44.0,0.269,-2132171,0,9.99,35.2,283771
