Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,51.6,0.030,1409,0,14.69,40.8,433992
1000,53.0,0.030,38038,0,14.71,40.8,434503
1500,50.6,0.030,59255,0,14.74,40.8,434960
2000,48.8,0.030,30548,0,14.76,40.8,435379
2500,51.6,0.030,63180,0,14.79,40.8,435833
3000,51.0,0.030,47328,0,14.81,40.9,436276
3500,50.0,0.030,27310,0,14.84,40.9,436729
4000,54.0,0.030,92144,0,14.86,40.9,437148
4500,49.4,0.030,33176,0,14.89,40.9,437594
5000,49.4,0.030,22030,0,14.92,40.9,437995
5500,46.6,0.030,-57132,0,14.94,41.0,438475
6000,46.8,0.030,-125695,0,14.97,41.0,438898
6500,53.0,0.030,-76565,0,14.99,41.0,439335
7000,49.2,0.030,-95400,0,15.02,41.0,439721
7500,49.6,0.030,-119207,0,15.04,41.0,440179
