Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,48.8,0.030,-124091,0,13.11,39.5,405745
1000,52.0,0.030,-82378,0,13.13,39.5,406264
1500,48.8,0.030,-115689,0,13.16,39.5,406782
2000,48.0,0.030,-153397,0,13.18,39.5,407312
2500,47.6,0.030,-249607,0,13.22,39.6,407743
3000,51.6,0.030,-210467,0,13.24,39.6,408367
3500,49.0,0.030,-220469,0,13.26,39.6,408891
4000,55.0,0.030,-130753,0,13.29,39.6,409327
4500,51.4,0.030,-127592,0,13.32,39.7,409908
5000,45.4,0.030,-223628,0,13.35,39.7,410480
5500,46.6,0.030,-288113,0,13.37,39.7,410972
6000,52.4,0.030,-250960,0,13.40,39.7,411507
6500,51.0,0.030,-251234,0,13.42,39.7,412051
7000,50.6,0.030,-234015,0,13.45,39.8,412624
7500,49.2,0.030,-257584,0,13.47,39.8,413128
8000,46.6,0.030,-333940,0,13.50,39.8,413614
8500,49.4,0.030,-346132,0,13.53,39.8,414049
9000,50.6,0.030,-317483,0,13.55,39.9,414511
9500,50.4,0.030,-320283,0,13.58,39.9,415004
10000,51.0,0.030,-336699,0,13.61,39.9,415489
