Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,50.8,0.030,16574,0,12.00,38.4,383695
1000,48.6,0.030,-12134,0,12.03,38.4,384178
1500,51.8,0.030,17948,0,12.05,38.4,384825
2000,49.2,0.030,-20883,0,12.08,38.5,385455
2500,50.6,0.030,-29470,0,12.11,38.5,386056
3000,47.2,0.030,-136954,0,12.14,38.5,386603
3500,49.6,0.030,-198066,0,12.17,38.5,387199
4000,44.8,0.030,-313277,0,12.20,38.6,387836
4500,51.8,0.030,-313548,0,12.23,38.6,388404
5000,50.8,0.030,-316786,0,12.26,38.6,388955
5500,49.8,0.030,-323396,0,12.29,38.7,389510
6000,52.8,0.030,-308166,0,12.32,38.7,390042
6500,46.0,0.030,-406383,0,12.35,38.7,390695
7000,49.0,0.030,-450109,0,12.38,38.7,391280
7500,53.6,0.030,-400934,0,12.40,38.8,391849
8000,48.6,0.030,-455150,0,12.44,38.8,392425
8500,49.4,0.030,-464018,0,12.46,38.8,393029
9000,48.2,0.030,-495928,0,12.48,38.9,393591
9500,50.6,0.030,-489908,0,12.51,38.9,394062
10000,50.8,0.030,-486683,0,12.54,38.9,394658
