Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,73.6,0.385,461329,0,1.86,16.4,6788
1000,64.4,0.383,733615,0,2.30,20.3,11731
1500,64.0,0.382,1000949,0,2.63,22.8,15577
2000,65.0,0.379,1279965,0,2.96,24.8,18642
2500,63.4,0.376,1524932,0,3.24,26.6,21510
3000,64.0,0.374,1777089,0,3.46,27.7,24245
3500,62.6,0.371,2003268,0,3.68,28.7,26733
4000,59.8,0.367,2177773,0,3.91,29.7,28930
4500,64.8,0.363,2445132,0,4.14,30.5,30898
5000,57.6,0.359,2576845,0,4.37,31.4,32733
5500,57.4,0.355,2691004,0,4.58,32.0,34587
6000,60.2,0.351,2872156,0,4.78,32.7,36266
6500,59.4,0.347,3038270,0,4.95,33.1,37983
7000,61.2,0.342,3237564,0,5.12,33.6,39516
7500,60.0,0.337,3398508,0,5.28,34.0,41148
8000,58.4,0.332,3527021,0,5.45,34.4,42577
8500,59.8,0.326,3689242,0,5.62,34.9,43918
9000,60.4,0.321,3862633,0,5.78,35.4,45290
9500,57.2,0.315,3967098,0,5.93,35.7,46649
10000,54.6,0.310,4039397,0,6.07,36.0,48035
