Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,61.6,0.124,206326,0,8.92,41.0,67777
1000,58.8,0.115,353489,0,9.03,41.1,68611
1500,58.8,0.105,500317,0,9.16,41.2,69326
2000,63.2,0.094,734561,0,9.27,41.3,70069
2500,64.6,0.083,989214,0,9.39,41.4,70730
3000,63.6,0.072,1235170,0,9.51,41.5,71425
3500,62.2,0.060,1453965,0,9.62,41.6,72059
4000,61.2,0.050,1656248,0,9.74,41.7,72664
4500,65.6,0.050,1934329,0,9.87,41.8,73221
5000,63.6,0.050,2189314,0,9.99,41.9,73769
5500,64.2,0.050,2448188,0,10.11,42.0,74349
6000,62.8,0.050,2679872,0,10.23,42.1,74978
6500,58.8,0.050,2844313,0,10.34,42.3,75534
7000,65.2,0.050,3126725,0,10.48,42.4,75998
7500,57.8,0.050,3266596,0,10.61,42.5,76448
8000,61.2,0.050,3464059,0,10.73,42.7,76969
8500,65.4,0.050,3741745,0,10.85,42.7,77456
9000,66.4,0.050,4045942,0,10.98,42.9,77924
9500,62.2,0.050,4275613,0,11.09,43.0,78398
10000,64.8,0.050,4550361,0,11.21,43.1,78893
