Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,43.2,0.160,-139236,0,10.58,36.5,335793
1000,42.6,0.157,-287298,0,10.60,36.6,336777
1500,47.2,0.154,-371993,0,10.62,36.6,337714
2000,45.8,0.151,-449374,0,10.64,36.6,338666
2500,48.6,0.148,-479837,0,10.65,36.7,339698
3000,48.0,0.145,-532829,0,10.67,36.7,340775
3500,46.4,0.142,-634368,0,10.70,36.7,341693
4000,53.2,0.139,-571936,0,10.71,36.7,342729
4500,48.4,0.135,-622500,0,10.73,36.8,343596
5000,49.0,0.132,-644558,0,10.75,36.8,344568
5500,42.2,0.129,-849497,0,10.78,36.8,345686
6000,46.2,0.127,-948667,0,10.80,36.9,346724
6500,48.0,0.123,-1017258,0,10.82,36.9,347674
7000,50.0,0.120,-1048677,0,10.85,36.9,348512
7500,46.8,0.117,-1121749,0,10.87,37.0,349451
8000,46.6,0.114,-1208963,0,10.89,37.0,350452
8500,44.8,0.110,-1323250,0,10.91,37.0,351348
9000,44.6,0.107,-1428188,0,10.93,37.1,352345
9500,46.6,0.104,-1521632,0,10.95,37.1,353166
10000,49.4,0.100,-1565770,0,10.98,37.1,354030
