Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,48.2,0.394,-21716,0,15.05,44.6,98533
1000,53.2,0.393,47399,0,14.48,43.1,103575
1500,49.8,0.393,44071,0,14.02,42.0,108133
2000,46.6,0.392,-40834,0,13.62,41.0,112578
2500,47.2,0.391,-119345,0,13.29,40.2,116737
3000,48.4,0.391,-153006,0,13.01,39.5,120498
3500,48.2,0.390,-189220,0,12.75,38.9,124286
4000,42.6,0.389,-323366,0,12.53,38.4,127762
4500,48.6,0.388,-376430,0,12.34,38.0,131143
5000,48.6,0.387,-398618,0,12.14,37.6,134714
5500,47.6,0.386,-456062,0,11.98,37.3,137900
6000,43.2,0.385,-601203,0,11.84,37.0,141070
6500,45.4,0.384,-712779,0,11.71,36.8,144253
7000,46.8,0.383,-788119,0,11.58,36.6,147321
7500,46.0,0.382,-873064,0,11.46,36.4,150274
8000,47.8,0.381,-936482,0,11.34,36.1,153405
8500,50.8,0.380,-940507,0,11.24,36.0,156446
9000,46.4,0.379,-1035671,0,11.15,35.8,159284
9500,46.8,0.378,-1093065,0,11.07,35.7,161926
10000,47.8,0.377,-1139417,0,10.98,35.5,164749
