Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,44.8,0.030,-95327,0,14.16,40.4,425574
1000,44.8,0.030,-211251,0,14.19,40.4,425984
1500,44.4,0.030,-326716,0,14.22,40.4,426442
2000,47.0,0.030,-395032,0,14.24,40.4,426814
2500,51.0,0.030,-378474,0,14.27,40.4,427238
3000,46.0,0.030,-466100,0,14.30,40.5,427673
3500,48.4,0.030,-500313,0,14.32,40.5,428118
4000,49.0,0.030,-531629,0,14.35,40.5,428599
4500,46.4,0.030,-593600,0,14.38,40.5,428982
5000,47.8,0.030,-624960,0,14.40,40.6,429464
5500,48.4,0.030,-639081,0,14.42,40.6,429966
6000,46.6,0.030,-733842,0,14.45,40.6,430341
6500,45.4,0.030,-823912,0,14.48,40.6,430699
7000,50.2,0.030,-849039,0,14.51,40.6,431109
7500,48.0,0.030,-888897,0,14.53,40.7,431490
8000,47.6,0.030,-933132,0,14.56,40.7,431853
8500,46.8,0.030,-999893,0,14.59,40.7,432222
9000,51.0,0.030,-983403,0,14.61,40.7,432677
9500,47.8,0.030,-1018510,0,14.64,40.7,433155
10000,47.2,0.030,-1068115,0,14.66,40.8,433548
