Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,50.2,0.074,32771,0,12.79,39.3,312833
1000,49.2,0.070,36426,0,12.81,39.4,313562
1500,44.4,0.067,-48224,0,12.83,39.4,314374
2000,48.4,0.063,-63532,0,12.86,39.4,315157
2500,51.8,0.059,-23406,0,12.88,39.4,315954
3000,51.6,0.055,26581,0,12.90,39.5,316686
3500,50.2,0.051,41423,0,12.92,39.5,317450
4000,46.8,0.046,6846,0,12.95,39.5,318050
4500,50.2,0.040,32017,0,12.98,39.6,318588
5000,47.0,0.036,-12411,0,13.01,39.6,319296
5500,48.2,0.032,-26315,0,13.03,39.6,319977
6000,49.2,0.030,-1198,0,13.06,39.7,320607
6500,52.6,0.030,71908,0,13.09,39.7,321155
7000,50.8,0.030,106598,0,13.12,39.7,321866
7500,47.6,0.030,97615,0,13.15,39.8,322501
8000,53.0,0.030,177496,0,13.18,39.8,323160
8500,49.2,0.030,191247,0,13.21,39.8,323736
9000,48.4,0.030,196547,0,13.23,39.9,324340
9500,53.2,0.030,283685,0,13.26,39.9,324971
10000,50.4,0.030,323138,0,13.29,39.9,325632
