Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,69.0,0.050,359848,0,14.13,47.1,77519
1000,68.2,0.050,705555,0,14.25,47.2,77812
1500,65.8,0.050,1012838,0,14.37,47.3,78136
2000,62.8,0.050,1258871,0,14.48,47.4,78494
2500,66.6,0.050,1570693,0,14.60,47.5,78793
3000,66.0,0.050,1871022,0,14.71,47.6,79116
3500,66.6,0.050,2184664,0,14.83,47.6,79427
4000,64.4,0.050,2457371,0,14.93,47.7,79787
4500,66.6,0.050,2771170,0,15.04,47.8,80084
5000,66.6,0.050,3090853,0,15.16,47.8,80332
5500,67.4,0.050,3422712,0,15.28,47.9,80615
6000,68.0,0.050,3764443,0,15.39,48.0,80932
6500,67.0,0.050,4085729,0,15.49,48.0,81252
7000,65.8,0.050,4393072,0,15.60,48.0,81515
7500,64.6,0.050,4674158,0,15.72,48.1,81824
8000,67.2,0.050,4993868,0,15.83,48.2,82107
8500,64.6,0.050,5272384,0,15.96,48.3,82345
9000,67.2,0.050,5598438,0,16.06,48.4,82637
9500,67.4,0.050,5925607,0,16.16,48.5,82970
10000,64.8,0.050,6207324,0,16.28,48.6,83244
