Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,50.2,0.030,34461,0,13.32,40.0,326269
1000,53.0,0.030,107813,0,13.35,40.0,326846
1500,49.6,0.030,132921,0,13.39,40.0,327423
2000,55.0,0.030,243588,0,13.42,40.1,327998
2500,52.2,0.030,315667,0,13.45,40.1,328576
3000,47.6,0.030,310344,0,13.47,40.1,329195
3500,49.8,0.030,343132,0,13.50,40.1,329828
4000,48.8,0.030,343188,0,13.52,40.2,330444
4500,50.8,0.030,393792,0,13.55,40.2,330958
5000,49.2,0.030,425250,0,13.59,40.2,331596
5500,52.8,0.030,498217,0,13.62,40.2,332160
6000,50.0,0.030,525069,0,13.64,40.3,332794
6500,53.0,0.030,601537,0,13.67,40.3,333358
7000,50.2,0.030,630463,0,13.70,40.3,333958
7500,49.8,0.030,655879,0,13.73,40.4,334458
8000,44.6,0.030,587576,0,13.77,40.4,334972
8500,51.0,0.030,630877,0,13.80,40.4,335590
9000,48.0,0.030,632184,0,13.82,40.4,336128
9500,54.0,0.030,725592,0,13.86,40.5,336698
10000,53.2,0.030,815405,0,13.89,40.5,337287
