Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,63.6,0.109,256071,0,9.10,42.5,60574
1000,65.4,0.097,547331,0,9.23,42.7,61238
1500,62.2,0.086,780798,0,9.36,42.9,61875
2000,65.8,0.072,1088219,0,9.49,43.0,62446
2500,68.8,0.058,1439403,0,9.62,43.1,62982
3000,68.8,0.050,1794123,0,9.76,43.3,63503
3500,65.2,0.050,2086355,0,9.90,43.4,63987
4000,63.6,0.050,2349639,0,10.03,43.6,64424
4500,65.8,0.050,2648357,0,10.16,43.7,64939
5000,68.8,0.050,3001238,0,10.30,43.9,65384
5500,68.4,0.050,3346797,0,10.42,44.1,65882
6000,61.4,0.050,3568853,0,10.55,44.2,66365
6500,70.2,0.050,3943923,0,10.68,44.4,66846
7000,67.2,0.050,4269478,0,10.80,44.5,67299
7500,66.0,0.050,4575365,0,10.93,44.7,67773
8000,66.4,0.050,4885367,0,11.04,44.7,68267
8500,70.8,0.050,5270337,0,11.18,44.8,68689
9000,67.8,0.050,5602974,0,11.31,44.9,69107
9500,69.8,0.050,5975704,0,11.42,45.0,69571
10000,66.4,0.050,6280537,0,11.55,45.1,69997
