Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,68.8,0.050,353997,0,11.68,45.2,70377
1000,64.2,0.050,621542,0,11.81,45.3,70774
1500,63.6,0.050,882727,0,11.92,45.3,71243
2000,69.8,0.050,1254165,0,12.04,45.4,71709
2500,65.0,0.050,1537415,0,12.16,45.5,72162
3000,66.0,0.050,1837406,0,12.29,45.6,72572
3500,67.4,0.050,2162349,0,12.41,45.7,72968
4000,66.8,0.050,2479661,0,12.54,45.8,73306
4500,68.8,0.050,2837295,0,12.67,45.9,73627
5000,65.2,0.050,3131036,0,12.79,46.0,73979
5500,69.6,0.050,3495806,0,12.93,46.2,74282
6000,67.2,0.050,3819845,0,13.04,46.3,74649
6500,66.0,0.050,4129121,0,13.16,46.3,75010
7000,63.6,0.050,4387492,0,13.28,46.4,75342
7500,66.4,0.050,4684909,0,13.40,46.5,75733
8000,73.0,0.050,5112735,0,13.52,46.6,76016
8500,62.8,0.050,5354109,0,13.65,46.7,76328
9000,68.6,0.050,5705034,0,13.77,46.8,76630
9500,70.8,0.050,6089375,0,13.90,47.0,76905
10000,68.0,0.050,6433583,0,14.01,47.1,77230
