Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,49.6,0.311,13544,0,11.58,37.0,228680
1000,52.0,0.309,58637,0,11.58,37.0,230148
1500,44.4,0.307,-19275,0,11.58,37.1,231605
2000,47.4,0.305,-43549,0,11.58,37.1,232969
2500,52.8,0.302,19347,0,11.58,37.1,234382
3000,51.8,0.300,60657,0,11.59,37.1,235742
3500,49.6,0.298,61034,0,11.60,37.2,236852
4000,49.0,0.295,44642,0,11.60,37.2,238209
4500,49.0,0.293,36289,0,11.61,37.3,239448
5000,52.0,0.291,86041,0,11.62,37.3,240859
5500,51.0,0.288,123491,0,11.63,37.3,242153
6000,48.4,0.286,107015,0,11.64,37.3,243498
6500,46.6,0.284,56525,0,11.65,37.3,244760
7000,47.4,0.282,23635,0,11.65,37.3,246156
7500,49.0,0.279,22385,0,11.65,37.4,247471
8000,52.8,0.277,84591,0,11.67,37.4,248592
8500,46.4,0.274,26299,0,11.68,37.4,249758
9000,48.2,0.272,746,0,11.68,37.5,251030
9500,48.4,0.269,-11920,0,11.69,37.5,252242
10000,47.6,0.267,-50586,0,11.71,37.5,253394
