Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,46.2,0.030,-37099,0,13.92,40.5,337807
1000,48.6,0.030,-44889,0,13.95,40.6,338330
1500,49.4,0.030,-22383,0,13.98,40.6,338975
2000,52.8,0.030,58345,0,14.00,40.6,339531
2500,48.2,0.030,58668,0,14.03,40.6,340047
3000,48.6,0.030,50576,0,14.06,40.7,340599
3500,50.4,0.030,83471,0,14.09,40.7,341131
4000,51.2,0.030,131959,0,14.12,40.7,341641
4500,52.8,0.030,210062,0,14.14,40.7,342163
5000,46.2,0.030,179102,0,14.17,40.8,342685
5500,47.8,0.030,165510,0,14.19,40.8,343229
6000,44.0,0.030,96765,0,14.22,40.8,343741
6500,47.0,0.030,71888,0,14.26,40.9,344212
7000,46.8,0.030,31138,0,14.28,40.9,344703
7500,51.2,0.030,83872,0,14.31,40.9,345235
8000,48.8,0.030,99145,0,14.34,40.9,345763
8500,51.6,0.030,155066,0,14.36,41.0,346315
9000,46.0,0.030,109661,0,14.39,41.0,346788
9500,51.6,0.030,171982,0,14.42,41.0,347252
10000,50.0,0.030,191604,0,14.45,41.0,347775
