Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,48.8,0.380,-10245,0,12.54,37.6,157320
1000,48.0,0.379,-35269,0,12.46,37.5,159538
1500,48.2,0.377,-65865,0,12.40,37.4,161714
2000,51.0,0.376,-45931,0,12.33,37.4,163965
2500,47.6,0.375,-98501,0,12.26,37.3,166329
3000,52.2,0.373,-51263,0,12.21,37.2,168379
3500,49.4,0.372,-64338,0,12.15,37.1,170734
4000,46.8,0.370,-111415,0,12.10,37.0,172898
4500,49.2,0.369,-109953,0,12.05,37.0,174957
5000,49.2,0.367,-112316,0,12.01,37.0,177005
5500,45.8,0.366,-177637,0,11.96,36.9,179092
6000,51.0,0.364,-143446,0,11.95,36.9,180777
6500,50.2,0.363,-135559,0,11.92,36.9,182733
7000,48.4,0.361,-154137,0,11.90,36.9,184764
7500,48.6,0.360,-174150,0,11.85,36.8,186821
8000,51.8,0.358,-120970,0,11.83,36.9,188609
8500,50.6,0.357,-94739,0,11.81,36.9,190514
9000,43.0,0.355,-206880,0,11.79,36.8,192354
9500,43.4,0.353,-316666,0,11.75,36.8,194246
10000,47.2,0.352,-353882,0,11.72,36.8,196106
