Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,49.6,0.350,10569,0,11.70,36.8,197780
1000,45.8,0.348,-51308,0,11.69,36.8,199381
1500,50.0,0.346,-50085,0,11.67,36.8,201121
2000,48.4,0.344,-70245,0,11.66,36.8,202737
2500,49.0,0.343,-91967,0,11.65,36.8,204300
3000,50.0,0.341,-82511,0,11.64,36.8,205785
3500,49.2,0.339,-91662,0,11.62,36.8,207521
4000,52.6,0.337,-38116,0,11.61,36.8,209211
4500,52.2,0.335,2801,0,11.60,36.8,210864
5000,52.0,0.333,60071,0,11.61,36.8,212463
5500,48.2,0.331,43427,0,11.60,36.8,213975
6000,52.6,0.330,100458,0,11.58,36.8,215693
6500,54.0,0.327,182388,0,11.58,36.9,217112
7000,53.0,0.325,242742,0,11.58,36.9,218610
7500,46.0,0.323,185619,0,11.58,36.9,220096
8000,50.6,0.321,209535,0,11.58,36.9,221488
8500,52.2,0.319,253188,0,11.59,36.9,222782
9000,52.6,0.317,305600,0,11.59,37.0,224165
9500,50.4,0.315,325019,0,11.59,37.0,225636
10000,50.6,0.313,346564,0,11.58,37.0,227162
