Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,49.6,0.264,14451,0,11.72,37.6,254563
1000,51.6,0.262,57164,0,11.73,37.6,255774
1500,48.4,0.259,36794,0,11.73,37.6,257064
2000,47.8,0.257,3070,0,11.75,37.6,258158
2500,46.8,0.254,-48821,0,11.76,37.7,259393
3000,49.6,0.252,-44993,0,11.76,37.7,260605
3500,48.8,0.249,-42864,0,11.78,37.7,261700
4000,50.6,0.246,-718,0,11.80,37.8,262772
4500,53.4,0.244,80765,0,11.82,37.8,263907
5000,47.8,0.241,63322,0,11.83,37.8,265119
5500,46.8,0.238,6824,0,11.84,37.8,266242
6000,49.8,0.235,8108,0,11.86,37.9,267237
6500,53.0,0.232,76548,0,11.88,37.9,268210
7000,48.4,0.229,57403,0,11.89,38.0,269269
7500,51.6,0.227,102873,0,11.90,38.0,270350
8000,53.2,0.224,169696,0,11.92,38.0,271402
8500,52.8,0.221,233432,0,11.92,38.0,272516
9000,47.2,0.219,189312,0,11.94,38.0,273747
9500,46.6,0.216,140025,0,11.94,38.0,274862
10000,51.2,0.213,169454,0,11.96,38.0,275990
