Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,46.2,0.210,-59571,0,11.97,38.1,276998
1000,48.4,0.208,-82611,0,11.98,38.1,278061
1500,48.0,0.204,-112581,0,12.00,38.1,278946
2000,50.8,0.201,-86100,0,12.02,38.2,279957
2500,49.0,0.198,-100525,0,12.03,38.2,281025
3000,41.0,0.195,-256269,0,12.04,38.2,282026
3500,47.8,0.192,-288103,0,12.05,38.2,283060
4000,49.2,0.189,-297041,0,12.07,38.3,283931
4500,46.8,0.186,-346540,0,12.09,38.3,284918
5000,48.0,0.183,-364722,0,12.10,38.3,285924
5500,47.6,0.180,-397117,0,12.11,38.4,287000
6000,52.2,0.177,-351587,0,12.13,38.4,287928
6500,46.4,0.174,-398404,0,12.15,38.4,289024
7000,49.0,0.171,-403038,0,12.17,38.5,289956
7500,43.4,0.168,-514226,0,12.19,38.5,290938
8000,48.0,0.165,-546510,0,12.20,38.5,291982
8500,49.0,0.162,-539739,0,12.22,38.5,292852
9000,47.0,0.158,-577163,0,12.25,38.6,293794
9500,47.2,0.155,-617588,0,12.27,38.6,294646
10000,46.2,0.152,-671600,0,12.29,38.6,295595
