Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,74.4,0.399,447419,0,1.76,15.0,7030
1000,69.8,0.397,814293,0,2.18,20.0,11490
1500,65.2,0.395,1092230,0,2.55,23.0,15092
2000,70.4,0.393,1463558,0,2.86,25.3,18063
2500,68.2,0.390,1797500,0,3.11,26.4,20658
3000,66.4,0.387,2103937,0,3.37,27.7,22973
3500,67.4,0.383,2425302,0,3.62,28.8,25020
4000,67.0,0.379,2737354,0,3.85,30.0,27101
4500,69.0,0.375,3091200,0,4.06,30.9,29035
5000,65.2,0.371,3375697,0,4.27,31.8,30704
5500,70.0,0.366,3740245,0,4.48,32.7,32306
6000,64.6,0.361,4013999,0,4.67,33.4,33894
6500,66.8,0.356,4325745,0,4.85,34.0,35355
7000,68.8,0.351,4675203,0,5.02,34.4,36792
7500,65.2,0.346,4955756,0,5.19,34.9,38160
8000,68.4,0.339,5298292,0,5.38,35.4,39322
8500,62.8,0.333,5535062,0,5.55,35.9,40498
9000,61.8,0.327,5760231,0,5.73,36.4,41727
9500,66.0,0.320,6067047,0,5.90,36.8,42802
10000,67.8,0.313,6400619,0,6.07,37.2,43847
