Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,65.6,0.305,290830,0,6.24,37.6,44903
1000,67.0,0.298,605823,0,6.40,38.0,45917
1500,67.6,0.290,937280,0,6.56,38.2,46906
2000,64.6,0.283,1213429,0,6.71,38.5,47910
2500,61.2,0.275,1434445,0,6.86,38.8,48867
3000,64.4,0.266,1706715,0,7.02,39.2,49677
3500,67.4,0.258,2026670,0,7.17,39.5,50577
4000,65.8,0.249,2318613,0,7.32,39.8,51411
4500,65.8,0.238,2614424,0,7.47,40.1,52145
5000,66.6,0.229,2925341,0,7.61,40.4,52935
5500,66.4,0.218,3226655,0,7.77,40.6,53658
6000,65.6,0.209,3520625,0,7.91,40.8,54421
6500,65.8,0.199,3807348,0,8.04,41.1,55236
7000,65.6,0.190,4097378,0,8.17,41.3,55996
7500,65.4,0.178,4390475,0,8.31,41.5,56661
8000,68.2,0.168,4725364,0,8.44,41.7,57406
8500,64.8,0.157,5005050,0,8.57,41.9,58104
9000,64.4,0.146,5273374,0,8.70,42.0,58757
9500,67.0,0.134,5590748,0,8.83,42.2,59378
10000,67.4,0.122,5920361,0,8.96,42.3,60026
