Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,51.80,518,482,439247,0.0500,13.16,43.99,-469,14,0.33,2.82,46.8,4,167321,102
2000,54.10,541,459,440546,0.0500,13.23,44.04,-450,13,0.33,2.95,46.3,2,167831,202
3000,54.30,543,457,442028,0.0500,13.31,44.10,-464,14,0.33,2.88,47.6,3,168413,305
4000,53.30,533,467,443558,0.0500,13.37,44.15,-473,20,0.33,2.83,45.4,2,169014,405
5000,51.30,513,487,444869,0.0500,13.45,44.20,-470,20,0.33,2.89,45.6,3,169530,507
6000,53.80,538,462,446191,0.0500,13.52,44.26,-460,11,0.33,2.90,47.1,4,170049,608
7000,54.30,543,457,447613,0.0500,13.59,44.29,-441,11,0.33,2.86,42.8,1,170607,723
8000,54.10,541,459,448971,0.0500,13.66,44.34,-468,12,0.34,2.86,44.2,0,171141,863
9000,53.50,535,465,450471,0.0500,13.72,44.39,-473,18,0.33,2.80,45.9,2,171730,1031
10000,54.00,540,460,451946,0.0500,13.78,44.44,-453,11,0.33,2.93,44.1,2,172310,1129
