Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,54.20,542,458,260041,0.2770,6.39,36.43,-424,13,0.39,2.89,40.1,1,96982,113
2000,51.50,515,485,263457,0.2740,6.47,36.60,-437,11,0.40,2.92,39.4,3,98322,224
3000,52.50,525,475,266616,0.2710,6.56,36.80,-431,15,0.39,2.93,38.8,0,99562,331
4000,54.40,544,456,269625,0.2680,6.65,36.96,-425,18,0.40,2.96,39.5,1,100743,448
5000,53.50,535,465,272589,0.2650,6.74,37.13,-404,13,0.41,3.00,40.3,1,101906,562
6000,54.10,541,459,275745,0.2620,6.84,37.27,-399,18,0.45,2.98,42.6,5,103145,735
7000,54.10,541,459,278497,0.2590,6.92,37.43,-414,17,0.42,2.91,38.1,0,104225,876
8000,54.90,549,451,281267,0.2560,7.01,37.60,-404,19,0.42,3.03,38.8,1,105312,1040
9000,54.50,545,455,284173,0.2530,7.08,37.72,-391,18,0.43,3.03,37.8,0,106452,1231
10000,54.50,545,455,287235,0.2500,7.16,37.85,-414,18,0.48,2.96,39.4,0,107653,1496
