Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,47.40,474,526,511955,0.0500,16.97,46.40,-515,13,0.33,2.84,48.5,4,195885,106
2000,47.30,473,527,513111,0.0500,17.04,46.44,-524,12,0.32,2.82,47.8,4,196339,209
3000,46.60,466,534,514337,0.0500,17.10,46.47,-537,13,0.33,2.74,48.7,5,196821,313
4000,48.80,488,512,515488,0.0500,17.16,46.50,-513,14,0.33,2.79,46.1,3,197273,413
5000,45.60,456,544,516773,0.0500,17.23,46.54,-530,20,0.32,2.77,50.0,6,197778,522
6000,49.20,492,508,517863,0.0500,17.28,46.57,-505,14,0.33,2.77,44.7,2,198206,629
7000,47.20,472,528,518944,0.0500,17.34,46.61,-542,19,0.33,2.74,44.9,0,198630,745
8000,47.70,477,523,520164,0.0500,17.40,46.65,-533,15,0.33,2.73,44.9,2,199109,879
9000,47.50,475,525,521403,0.0500,17.46,46.68,-549,18,0.33,2.81,48.8,6,199596,1055
10000,47.50,475,525,522658,0.0500,17.51,46.71,-549,10,0.34,2.71,43.9,0,200089,1263
