Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,53.80,538,462,376825,0.1238,10.31,41.58,-421,12,0.33,2.97,39.7,0,142814,89
2000,52.90,529,471,378680,0.1206,10.37,41.64,-444,17,0.34,2.96,40.5,1,143543,178
3000,56.20,562,438,380468,0.1172,10.44,41.71,-421,11,0.38,2.96,40.7,1,144245,269
4000,55.70,557,443,382123,0.1136,10.51,41.79,-417,10,0.33,3.00,39.5,0,144894,357
5000,55.50,555,445,383866,0.1102,10.59,41.86,-413,16,0.33,2.93,42.8,2,145578,453
6000,52.90,529,471,385615,0.1067,10.66,41.92,-433,12,0.33,2.92,43.1,3,146265,546
7000,53.10,531,469,387314,0.1032,10.73,41.99,-434,15,0.33,2.94,40.6,1,146932,650
8000,52.90,529,471,389070,0.0998,10.81,42.06,-436,10,0.33,2.94,45.0,4,147621,770
9000,55.80,558,442,390770,0.0963,10.89,42.12,-409,19,0.34,2.97,43.5,3,148289,902
10000,55.60,556,444,392367,0.0925,10.95,42.18,-386,18,0.34,3.08,39.9,0,148916,1056
