Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,43.00,430,570,18799,0.3970,1.93,14.77,-580,16,0.47,2.53,31.8,1,6525,101
2000,43.10,431,569,34056,0.3940,2.15,17.74,-599,15,0.40,2.49,32.3,0,11831,188
3000,37.40,374,626,47106,0.3910,2.37,19.98,-607,18,0.46,2.55,33.5,1,16370,292
4000,42.10,421,579,59274,0.3880,2.53,21.31,-567,17,0.45,2.61,33.6,0,20604,399
5000,39.90,399,601,70067,0.3850,2.73,22.58,-596,16,0.46,2.56,36.1,3,24361,526
6000,43.20,432,568,79589,0.3820,2.87,23.76,-549,15,0.41,2.64,32.6,0,27677,626
7000,42.50,425,575,88851,0.3790,3.02,24.76,-559,18,0.41,2.61,34.9,1,30903,753
8000,42.00,420,580,97374,0.3760,3.16,25.60,-571,10,1.04,2.66,34.5,1,33873,879
9000,43.90,439,561,105590,0.3730,3.28,26.30,-533,14,0.40,2.65,34.1,1,36736,1019
10000,44.20,442,558,113292,0.3700,3.41,27.11,-510,14,0.39,2.73,34.2,0,39419,1171
11000,49.10,491,509,120519,0.3670,3.52,27.68,-490,14,0.40,2.67,34.0,1,42252,100
12000,47.50,475,525,127465,0.3640,3.63,28.27,-516,13,0.40,2.66,34.0,0,44976,196
13000,48.30,483,517,134523,0.3610,3.73,28.78,-494,12,0.40,2.68,34.4,0,47743,294
14000,47.90,479,521,140706,0.3580,3.84,29.26,-512,11,0.40,2.69,34.0,0,50168,390
15000,48.30,483,517,146899,0.3550,3.97,29.72,-488,20,0.38,2.70,37.1,2,52597,494
16000,48.80,488,512,152641,0.3520,4.07,30.25,-478,19,0.42,2.72,34.4,0,54849,594
17000,49.30,493,507,158385,0.3490,4.17,30.59,-463,19,0.41,2.82,34.2,0,57101,733
18000,50.20,502,498,163752,0.3460,4.27,31.02,-479,18,0.40,2.82,33.9,0,59206,881
19000,50.70,507,493,169169,0.3430,4.37,31.39,-456,11,0.40,2.77,35.5,1,61331,1056
20000,50.50,505,495,174325,0.3400,4.48,31.73,-460,17,0.39,2.76,37.3,2,63353,1259
21000,47.30,473,527,179609,0.3370,4.57,32.07,-483,12,0.39,2.77,35.7,0,65426,104
22000,50.70,507,493,184698,0.3340,4.66,32.35,-455,15,0.38,2.85,35.8,1,67423,199
23000,49.00,490,510,189457,0.3310,4.77,32.64,-471,17,0.39,2.76,36.5,2,69290,303
24000,51.50,515,485,194204,0.3280,4.85,32.95,-439,16,0.39,2.82,35.2,0,71152,401
25000,54.00,540,460,198815,0.3250,4.95,33.21,-414,11,0.39,2.85,36.3,0,72961,505
26000,52.30,523,477,203147,0.3220,5.03,33.44,-441,10,0.40,2.87,34.2,0,74660,617
27000,54.40,544,456,207531,0.3190,5.12,33.69,-412,11,0.41,2.89,35.8,0,76379,733
28000,50.70,507,493,211447,0.3160,5.22,33.93,-452,17,0.40,2.82,36.2,2,77916,858
29000,52.30,523,477,215726,0.3130,5.31,34.18,-440,19,0.42,2.88,37.4,1,79595,1023
30000,49.30,493,507,219886,0.3100,5.40,34.41,-468,18,0.42,2.84,35.8,0,81227,1206
31000,46.80,468,532,224223,0.3070,5.49,34.61,-497,11,0.41,2.83,40.5,4,82929,116
32000,51.10,511,489,228284,0.3040,5.57,34.78,-437,10,0.39,2.88,35.5,0,84521,214
33000,51.20,512,488,232099,0.3010,5.66,34.97,-443,16,0.38,2.87,38.1,1,86018,322
34000,51.60,516,484,235751,0.2980,5.76,35.16,-417,10,0.37,2.99,40.2,5,87451,434
35000,46.80,468,532,239412,0.2950,5.86,35.35,-474,18,0.38,2.86,39.9,2,88887,553
36000,51.60,516,484,243000,0.2920,5.95,35.55,-442,17,0.38,2.92,37.6,0,90295,661
