Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,55.70,557,443,409813,0.0508,11.72,42.84,-420,13,0.36,2.98,44.5,2,155764,98
2000,57.40,574,426,411463,0.0500,11.80,42.92,-402,15,0.33,2.98,47.9,4,156412,200
3000,57.00,570,430,412981,0.0500,11.87,42.98,-404,10,0.33,2.96,42.4,1,157008,296
4000,56.70,567,433,414492,0.0500,11.94,43.04,-412,19,0.33,2.99,41.6,2,157601,388
5000,55.20,552,448,415940,0.0500,12.02,43.10,-409,15,0.33,3.04,44.5,3,158170,488
6000,57.40,574,426,417456,0.0500,12.08,43.17,-394,12,0.33,3.02,42.6,2,158766,582
7000,57.00,570,430,418860,0.0500,12.15,43.23,-415,17,0.33,2.92,41.9,1,159317,676
8000,53.70,537,463,420353,0.0500,12.22,43.29,-450,13,0.33,2.89,43.0,2,159902,819
9000,54.60,546,454,421831,0.0500,12.29,43.34,-444,15,0.33,2.88,43.3,2,160483,972
10000,52.80,528,472,423366,0.0500,12.36,43.40,-432,11,0.33,2.89,41.9,2,161085,1062
