Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,49.10,491,509,120519,0.3670,3.52,27.68,-490,14,0.40,2.67,34.0,1,42252,100
2000,47.50,475,525,127465,0.3640,3.63,28.27,-516,13,0.40,2.66,34.0,0,44976,196
3000,48.30,483,517,134523,0.3610,3.73,28.78,-494,12,0.40,2.68,34.4,0,47743,294
4000,47.90,479,521,140706,0.3580,3.84,29.26,-512,11,0.40,2.69,34.0,0,50168,390
5000,48.30,483,517,146899,0.3550,3.97,29.72,-488,20,0.38,2.70,37.1,2,52597,494
6000,48.80,488,512,152641,0.3520,4.07,30.25,-478,19,0.42,2.72,34.4,0,54849,594
7000,49.30,493,507,158385,0.3490,4.17,30.59,-463,19,0.41,2.82,34.2,0,57101,733
8000,50.20,502,498,163752,0.3460,4.27,31.02,-479,18,0.40,2.82,33.9,0,59206,881
9000,50.70,507,493,169169,0.3430,4.37,31.39,-456,11,0.40,2.77,35.5,1,61331,1056
10000,50.50,505,495,174325,0.3400,4.48,31.73,-460,17,0.39,2.76,37.3,2,63353,1259
