Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,55.20,552,448,315939,0.2170,8.04,39.09,-395,10,0.51,3.01,41.6,3,118917,141
2000,55.50,555,445,318252,0.2140,8.12,39.19,-407,16,0.51,2.98,39.3,1,119825,274
3000,55.20,552,448,320372,0.2110,8.19,39.29,-400,18,0.51,3.01,38.0,1,120657,402
4000,55.60,556,444,322539,0.2080,8.27,39.38,-404,18,0.51,2.95,37.7,0,121507,532
5000,55.50,555,445,324722,0.2050,8.35,39.48,-405,18,0.52,2.93,38.7,0,122364,671
6000,56.10,561,439,327035,0.2020,8.43,39.58,-418,19,0.51,2.84,40.6,0,123272,823
7000,55.60,556,444,329227,0.1990,8.50,39.67,-407,14,0.40,3.05,39.4,2,124132,951
8000,55.70,557,443,331579,0.1960,8.58,39.74,-381,19,0.41,3.02,40.8,1,125055,1100
9000,56.10,561,439,333619,0.1930,8.65,39.85,-383,18,0.42,3.02,37.9,0,125856,1279
10000,56.30,563,437,335594,0.1900,8.73,39.94,-387,19,0.42,3.03,38.1,0,126631,1487
